delivery_id,delivery_order_id,driver_id,delivery_distance_meters,delivery_status
2243032,71040140,,12684,CANCELLED
2243033,71037999,33316,1354,DELIVERED
2243034,71041640,456,2674,DELIVERED
2243036,71038384,9806,4683,DELIVERED
2243038,71041300,7235,6149,DELIVERED
2243039,71038685,26230,2285,DELIVERED
2243041,71037964,26510,2719,DELIVERED
2243042,71040428,15723,1731,DELIVERED
2243043,71038746,23670,1221,DELIVERED
2243044,71037577,26785,3396,DELIVERED
2243048,71034063,7799,2188,DELIVERED
2243050,71040228,22423,1614,DELIVERED
2243061,71038149,7767,3729,DELIVERED
2243065,71038785,655,3405,DELIVERED
2243072,71041451,18102,866,DELIVERED
2243076,71038894,26536,1939,DELIVERED
2243082,71037753,13599,916,DELIVERED
2243083,71041873,,2656,CANCELLED
2243093,71042848,10503,673,DELIVERED
2243094,71039657,32140,793,DELIVERED
2243098,71040305,6880,1047,DELIVERED
2243101,71040664,32359,212,DELIVERED
2243102,71041534,26910,4099,DELIVERED
2243106,71041936,23523,6065,DELIVERED
2243107,71041723,,2964,CANCELLED
2243108,71042873,32359,1038,DELIVERED
2243110,71023564,28598,2270,DELIVERED
2243111,71040745,7783,1229,DELIVERED
2243117,71039960,19085,1629,DELIVERED
2243120,71043296,9941,1560,DELIVERED
2243121,71028894,2561,3651,DELIVERED
2243122,71042077,31523,155,DELIVERED
2243125,71042265,13288,2818,DELIVERED
2243126,71042250,3306,1345,DELIVERED
2243127,71043884,17580,1418,DELIVERED
2243129,71041867,16066,1727,DELIVERED
2243130,71043236,6172,3166,DELIVERED
2243131,71044074,,1791,CANCELLED
2243133,71043875,16066,1743,DELIVERED
2243134,71041877,2969,983,DELIVERED
2243135,71044946,20248,2787,DELIVERED
2243136,71041979,25849,2487,DELIVERED
2243141,71044951,11753,7171,DELIVERED
2243142,71043233,26520,336,DELIVERED
2243148,71043581,15915,1368,DELIVERED
2243153,71040815,23842,2009,DELIVERED
2243155,71042009,16350,3546,DELIVERED
2243157,71042685,7995,3831,DELIVERED
2243158,71041174,26669,847,DELIVERED
2243160,71026485,22369,1425,DELIVERED
2243169,71045524,7492,1297,DELIVERED
2243184,71044318,2836,2408,DELIVERED
2243185,71041838,8970,1064,DELIVERED
2243187,71043946,27165,2590,DELIVERED
2243188,71044261,749,4004,DELIVERED
2243189,71043780,29638,2262,DELIVERED
2243190,71044139,2905,2155,DELIVERED
2243191,71027755,9654,1727,DELIVERED
2243192,71042907,430,791,DELIVERED
2243194,71047893,,2099,CANCELLED
2243198,71039626,12893,1704,DELIVERED
2243199,71041452,357,1325,DELIVERED
2243201,71046340,8958,2484,DELIVERED
2243204,71042129,14568,148,DELIVERED
2243206,71044329,26832,2967,DELIVERED
2243208,71042816,1943,1251,DELIVERED
2243210,71044962,26832,444,DELIVERED
2243212,71047915,26475,625,DELIVERED
2243214,71047717,15537,3655,DELIVERED
2243215,71043876,11063,4395,DELIVERED
2243216,71044968,5355,1312,DELIVERED
2243222,71044670,17746,483,DELIVERED
2243223,71035288,5364,1342,DELIVERED
2243225,71045640,30182,1347,DELIVERED
2243226,71037300,9996,1025,DELIVERED
2243228,71040595,939,3761,DELIVERED
2243229,71044192,3230,2064,DELIVERED
2243238,71047474,13017,2810,DELIVERED
2243245,71045177,21154,75,DELIVERED
2243246,71026788,1094,1539,DELIVERED
2243249,71041683,5355,3267,DELIVERED
2243250,71044954,17014,1769,DELIVERED
2243252,71046453,6687,1212,DELIVERED
2243255,71047879,12148,2096,DELIVERED
2243257,71043270,20387,1386,DELIVERED
2243262,71047877,32840,1481,DELIVERED
2243264,71036357,,1257,DELIVERED
2243265,71048705,2550,1172,DELIVERED
2243271,71047856,12148,4490,DELIVERED
2243274,71047892,25954,3449,DELIVERED
2243277,71048016,9062,503,DELIVERED
2243278,71049308,7033,2211,DELIVERED
2243280,71051338,,2843,CANCELLED
2243283,71047479,16180,1253,DELIVERED
2243286,71048527,7798,1242,DELIVERED
2243290,71043024,27736,3508,DELIVERED
2243291,71045124,27736,1597,DELIVERED
2243293,71048099,32840,10793,DELIVERED
2243295,71047682,28910,1552,DELIVERED
2243300,71048034,12023,1181,DELIVERED
2243301,71012216,196,1398,DELIVERED
2243310,71049091,13322,4075,DELIVERED
2243311,71049319,8289,1249,DELIVERED
2243313,71048924,17749,716,DELIVERED
2243317,71048450,27170,1702,DELIVERED
2243321,71047897,760,602,DELIVERED
2243322,71052008,9301,380,DELIVERED
2243325,71048002,6878,627,DELIVERED
2243327,71049732,25468,2320,DELIVERED
2243328,71049348,20177,2290,DELIVERED
2243329,71046887,15834,4359,DELIVERED
2243330,71045478,25902,5202,DELIVERED
2243334,71049085,20223,689,DELIVERED
2243336,71048453,5527,3563,DELIVERED
2243338,71049814,5527,978,DELIVERED
2243343,71051982,,12446,DELIVERED
2243346,71049656,480,1607,DELIVERED
2243347,71049581,28516,1382,DELIVERED
2243349,71049635,12186,1941,DELIVERED
2243350,71006384,,14697,CANCELLED
2243351,71052063,19968,827,DELIVERED
2243357,71006000,,19955,CANCELLED
2243359,71006222,,20138,CANCELLED
2243362,71051441,9509,5590,DELIVERED
2243363,71005553,,26633,CANCELLED
2243364,71004992,,7868,CANCELLED
2243365,70991073,,7457,CANCELLED
2243367,71005916,,20313,CANCELLED
2243368,71006106,,13830,CANCELLED
2243371,71005973,,22649,CANCELLED
2243372,71006101,,16701,CANCELLED
2243373,71006243,,16631,CANCELLED
2243374,71004744,,30111,CANCELLED
2243375,71006234,,20181,CANCELLED
2243377,71004982,,3047,CANCELLED
2243380,71006074,,13566,CANCELLED
2243381,71005386,,25077,CANCELLED
2243383,71006258,,16328,CANCELLED
2243385,71006187,,20818,CANCELLED
2243390,71004775,,23666,CANCELLED
2243391,71005268,,17839,CANCELLED
2243393,71005201,,12085,CANCELLED
2243395,71005755,,15786,CANCELLED
2243397,71006170,,11049,CANCELLED
2243398,71005600,,23624,CANCELLED
2243399,71006027,,22669,CANCELLED
2243404,71005369,,20432,CANCELLED
2243405,71005992,,7397,CANCELLED
2243406,71003854,,30111,CANCELLED
2243409,71006019,,14564,CANCELLED
2243413,71006355,,16794,CANCELLED
2243414,71005051,,14910,CANCELLED
2243416,71005937,,9724,CANCELLED
2243418,71003177,,26992,CANCELLED
2243422,71006141,,18432,CANCELLED
2243424,71005305,,15494,CANCELLED
2243428,71005460,,20615,CANCELLED
2243429,71006149,,26494,CANCELLED
2243435,71005249,,24148,CANCELLED
2243438,71005591,,19326,CANCELLED
2243445,71005472,,18087,CANCELLED
2243448,71002868,,13156,CANCELLED
2243450,71006263,,17462,CANCELLED
2243453,71005636,,17041,CANCELLED
2243457,71005943,,20220,CANCELLED
2243459,71006091,,4755,CANCELLED
2243461,70999993,,14474,CANCELLED
2243463,71004528,,19371,CANCELLED
2243465,70999985,,14474,CANCELLED
2243466,70990815,,18586,CANCELLED
2243471,71051230,6144,4574,DELIVERED
2243472,71050711,3024,745,DELIVERED
2243475,71050475,10372,194,DELIVERED
2243476,71051635,23679,515,DELIVERED
2243477,70952899,,409,CANCELLED
2243479,71048972,10685,1386,DELIVERED
2243481,71051032,26189,2064,DELIVERED
2243484,71049248,7798,2361,DELIVERED
2243489,71049043,6170,4121,DELIVERED
2243492,71048266,3024,979,DELIVERED
2243493,71051906,1251,1651,DELIVERED
2243495,71048706,26609,4742,DELIVERED
2243499,71054162,10294,2790,DELIVERED
2243501,71037932,3425,2775,DELIVERED
2243504,71054488,29865,9735,DELIVERED
2243506,71052910,21154,1424,DELIVERED
2243520,71053173,12330,1607,DELIVERED
2243521,71054291,23219,1398,DELIVERED
2243524,71053172,26536,1631,DELIVERED
2243531,71051215,30158,4458,DELIVERED
2243534,71053906,25575,3307,DELIVERED
2243535,71053114,17457,2283,DELIVERED
2243541,71053505,26911,416,DELIVERED
2243543,71053158,2091,1622,DELIVERED
2243546,71049445,17322,5560,DELIVERED
2243553,71040393,15723,3378,DELIVERED
2243555,71053598,6624,189,DELIVERED
2243559,71054541,4482,829,DELIVERED
2243560,71053943,29877,1116,DELIVERED
2243561,71051446,7235,1948,DELIVERED
2243562,71044869,25651,4382,DELIVERED
2243563,71051513,14702,479,DELIVERED
2243565,71054218,12079,1229,DELIVERED
2243566,71054237,32263,4014,DELIVERED
2243568,71055058,25989,2782,DELIVERED
2243576,71055239,12613,2909,DELIVERED
2243580,71052275,14509,860,DELIVERED
2243582,71052921,28516,6250,DELIVERED
2243585,71054138,16430,567,DELIVERED
2243586,71054640,7549,3007,DELIVERED
2243596,71054452,3834,423,DELIVERED
2243597,71052909,1855,2611,DELIVERED
2243598,71052928,14110,2399,DELIVERED
2243599,71056392,10306,4000,DELIVERED
2243604,71054430,9944,1802,DELIVERED
2243609,71056039,6161,2772,DELIVERED
2243612,71054563,29077,788,DELIVERED
2243613,71057498,27312,1947,DELIVERED
2243616,71055809,3603,977,DELIVERED
2243621,71056474,7995,2187,DELIVERED
2243625,71054880,22455,990,DELIVERED
2243626,71056146,9194,1513,DELIVERED
2243627,71056535,20387,1519,DELIVERED
2243628,70904055,,1116,CANCELLED
2243630,71055386,5628,2637,DELIVERED
2243633,71056447,,7022063,DELIVERED
2243634,71057206,11172,454,DELIVERED
2243635,71056451,4586,2788,DELIVERED
2243636,71054717,12186,1956,DELIVERED
2243637,71057961,30879,4808,DELIVERED
2243640,71056452,23656,801,DELIVERED
2243645,71057126,26507,2180,DELIVERED
2243646,71055253,28910,1504,DELIVERED
2243648,71055348,6657,5808,DELIVERED
2243658,71056717,14568,852,DELIVERED
2243665,71058333,3625,5239,DELIVERED
2243667,71055346,33556,3231,DELIVERED
2243669,71056656,2355,4301,DELIVERED
2243672,71057917,32384,859,DELIVERED
2243680,71057509,4799,3312,DELIVERED
2243682,71055682,6571,476,DELIVERED
2243684,71058277,22439,525,DELIVERED
2243686,71057544,4692,4118,DELIVERED
2243688,71058276,3780,979,DELIVERED
2243689,71057148,2837,4096,DELIVERED
2243692,71056655,22369,2360,DELIVERED
2243693,71054699,31030,3005,DELIVERED
2243694,71058375,26986,442,DELIVERED
2243699,71044869,25651,4382,DELIVERED
2243700,71057813,27294,2415,DELIVERED
2243702,71056342,759,4513,DELIVERED
2243709,71059397,10019,2473,DELIVERED
2243711,71058799,24865,3662,DELIVERED
2243715,71057609,24865,2248,DELIVERED
2243716,71055246,22345,3274,DELIVERED
2243723,71058388,7773,1103,DELIVERED
2243724,71056804,726,1314,DELIVERED
2243729,71059841,356,455,DELIVERED
2243730,71059989,29186,1760,DELIVERED
2243738,71058614,140,1860,DELIVERED
2243748,71058964,11468,332,DELIVERED
2243751,71059801,12062,1457,DELIVERED
2243759,71060546,25183,1305,DELIVERED
2243761,71059112,939,1872,DELIVERED
2243763,71061283,26274,2373,DELIVERED
2243765,71062356,9222,5307,DELIVERED
2243766,71060332,10503,1865,DELIVERED
2243768,71060220,5349,2336,DELIVERED
2243771,71061546,4586,2106,DELIVERED
2243772,71060779,627,5688,DELIVERED
2243781,71059816,12186,1526,DELIVERED
2243784,71060790,5628,1596,DELIVERED
2243786,71060055,9827,1392,DELIVERED
2243791,71061359,7235,296,DELIVERED
2243793,71062905,8276,4272,DELIVERED
2243795,71060728,11857,1619,DELIVERED
2243802,71062434,15279,1162,DELIVERED
2243808,71062358,3358,5615,DELIVERED
2243809,70867927,367,8026,DELIVERED
2243810,71061210,6571,558,DELIVERED
2243814,71062360,13094,838,DELIVERED
2243816,71063352,7249,1416,DELIVERED
2243822,71063514,24088,654,DELIVERED
2243825,71058720,25651,2377,DELIVERED
2243830,71063686,24584,4465,DELIVERED
2243836,71058720,839,2377,DELIVERED
2243840,71064066,4586,2175,DELIVERED
2243842,71063832,1126,682,DELIVERED
2243844,71061397,11457,394,DELIVERED
2243845,71062447,19085,3390,DELIVERED
2243846,71063307,26805,2702,DELIVERED
2243847,71064314,8133,2378,DELIVERED
2243850,71062999,20240,3952,DELIVERED
2243853,71064013,426,500,DELIVERED
2243854,71062935,2561,596,DELIVERED
2243855,71063121,32997,2015,DELIVERED
2243857,71064120,26189,2186,DELIVERED
2243863,71065337,26010,1739,DELIVERED
2243865,71064681,12186,3189,DELIVERED
2243869,71063115,2061,840,DELIVERED
2243873,71064397,24326,2218,DELIVERED
2243879,71063400,25849,3729,DELIVERED
2243884,71064837,32087,1002,DELIVERED
2243886,71066091,14568,1315,DELIVERED
2243889,71065522,511,2632,DELIVERED
2243892,71065596,14053,665,DELIVERED
2243894,71055779,26223,17368,DELIVERED
2243897,71066091,14568,1315,DELIVERED
2243903,71066067,12724,1931,DELIVERED
2243905,71066535,22354,2597,DELIVERED
2243906,71064688,14053,422,DELIVERED
2243909,71065408,3257,2476,DELIVERED
2243911,71066742,5250,1875,DELIVERED
2243913,71066866,15537,3397,DELIVERED
2243917,71065946,14805,5038,DELIVERED
2243923,71067049,10503,1272,DELIVERED
2243924,71066335,7868,1515,DELIVERED
2243926,71065728,6170,3828,DELIVERED
2243929,71034239,,4061,CANCELLED
2243931,71063457,30257,4590,DELIVERED
2243933,71065709,20973,1193,DELIVERED
2243937,71068589,202,1757,DELIVERED
2243938,71068346,15834,3076,DELIVERED
2243947,71005576,7396,22587,DELIVERED
2243952,71065502,15723,1030,DELIVERED
2243953,71068795,25651,1370,DELIVERED
2243958,71004889,7396,24783,DELIVERED
2243959,71065405,1855,2115,DELIVERED
2243960,71005509,7396,19850,DELIVERED
2243963,71005613,7396,19155,DELIVERED
2243964,71068630,5800,232,DELIVERED
2243965,71067760,11172,325,DELIVERED
2243969,71067552,20411,1222,DELIVERED
2243970,71005896,7396,14000,DELIVERED
2243971,71005925,7396,7207,DELIVERED
2243972,71068261,13383,4090,DELIVERED
2243973,71068408,18102,1537,DELIVERED
2243974,71066706,10964,3769,DELIVERED
2243975,71067073,31434,4206,DELIVERED
2243976,71066334,10692,1009,DELIVERED
2243978,71066831,10692,840,DELIVERED
2243979,71067538,5232,470,DELIVERED
2243984,71068795,25651,1370,DELIVERED
2243987,71068795,839,1370,DELIVERED
2243988,71064835,196,1179,DELIVERED
2243990,71068381,26226,3285,DELIVERED
2243991,71069325,26274,6710,DELIVERED
2243994,71069178,976,278,DELIVERED
2244000,71069106,25592,4065,DELIVERED
2244001,71069023,13599,1230,DELIVERED
2244004,71068685,545,1826,DELIVERED
2244005,71067620,2156,3054,DELIVERED
2244006,71066111,1855,1680,DELIVERED
2244011,71068758,32433,4590,DELIVERED
2244012,71005834,21434,13842,DELIVERED
2244013,71068348,3257,4794,DELIVERED
2244014,71005236,21434,3989,DELIVERED
2244017,71069982,5555,3192,DELIVERED
2244021,71068618,10877,877,DELIVERED
2244025,71068611,3257,4403,DELIVERED
2244028,71005146,10463,2157,DELIVERED
2244030,71070722,15050,1043,DELIVERED
2244031,71005020,10463,8649,DELIVERED
2244033,71005132,10463,8248,DELIVERED
2244041,71066850,6170,4051,DELIVERED
2244044,71072105,5008,1321,DELIVERED
2244046,71071787,,2729,CANCELLED
2244048,71058744,3425,5963,DELIVERED
2244050,71067911,13035,1829,DELIVERED
2244052,71072332,,7260,CANCELLED
2244053,71066891,26911,1589,DELIVERED
2244056,71071788,6863,809,DELIVERED
2244061,71069016,426,1725,DELIVERED
2244062,71070745,19759,943,DELIVERED
2244063,71072801,5785,911,DELIVERED
2244067,71070440,298,959,DELIVERED
2244068,71072419,6714,1440,DELIVERED
2244069,71072406,16917,1429,DELIVERED
2244071,71071620,7549,2773,DELIVERED
2244074,71072601,,2656,CANCELLED
2244079,71069400,14110,4020,DELIVERED
2244081,71021607,22423,9842,DELIVERED
2244084,70988477,22423,9803,DELIVERED
2244086,70938051,22423,7145,DELIVERED
2244091,70988747,22423,7381,DELIVERED
2244092,71070244,6789,1010,DELIVERED
2244099,71071544,6726,1008,DELIVERED
2244106,70988428,26507,3998,DELIVERED
2244107,70878127,6952,13015,DELIVERED
2244114,70988206,6952,20728,DELIVERED
2244117,71073825,5946,3322,DELIVERED
2244118,71073040,3024,537,DELIVERED
2244119,70978720,26507,6564,DELIVERED
2244123,70867783,26507,14967,DELIVERED
2244126,71072347,26273,9826,DELIVERED
2244128,71074181,,2729,CANCELLED
2244135,71074190,8315,910,DELIVERED
2244139,71070742,3545,1155,DELIVERED
2244141,71074176,8024,885,DELIVERED
2244143,71072966,9194,1686,DELIVERED
2244145,71072255,24088,2378,DELIVERED
2244147,71074585,3834,1150,DELIVERED
2244148,71074031,24130,3378,DELIVERED
2244149,71005002,1113,12506,DELIVERED
2244151,71005116,1113,11178,DELIVERED
2244153,71005567,1113,6962,DELIVERED
2244154,71073428,20223,421,DELIVERED
2244157,71005608,1113,7883,DELIVERED
2244158,71005677,1113,11240,DELIVERED
2244163,71005620,9400,6294,DELIVERED
2244165,71004813,9400,10176,DELIVERED
2244171,71075677,31030,2347,DELIVERED
2244172,71073865,9315,1818,DELIVERED
2244174,71075017,22345,2507,DELIVERED
2244179,71077130,8133,4580,DELIVERED
2244181,71074305,26986,2792,DELIVERED
2244183,71078026,10560,4132,DELIVERED
2244184,71074921,16055,2599,DELIVERED
2244187,71076531,13453,7749,DELIVERED
2244190,71075163,32809,2736,DELIVERED
2244192,71074891,24358,3283,DELIVERED
2244193,71074272,24358,3350,DELIVERED
2244200,71072751,17457,1405,DELIVERED
2244201,71075205,5800,1044,DELIVERED
2244203,71077209,22354,2441,DELIVERED
2244206,71075644,27050,1608,DELIVERED
2244208,71075460,20008,2253,DELIVERED
2244211,71077662,17014,2640,DELIVERED
2244212,71076480,16195,5779,DELIVERED
2244213,71079164,,4198,CANCELLED
2244214,71077040,10239,1481,DELIVERED
2244224,71079165,14792,2518,DELIVERED
2244225,71078462,13401,1642,DELIVERED
2244226,71078626,,1750,DELIVERED
2244227,71079452,426,483,DELIVERED
2244228,71075862,23842,3835,DELIVERED
2244231,71079323,11857,2729,DELIVERED
2244235,71077824,24571,2949,DELIVERED
2244237,71075320,29865,1258,DELIVERED
2244238,71077426,,6866530,DELIVERED
2244241,71080338,23603,604,DELIVERED
2244244,71077991,19085,2163,DELIVERED
2244247,71077650,33830,5998,DELIVERED
2244248,71076140,456,4293,DELIVERED
2244255,71075781,5232,330,DELIVERED
2244259,71080817,,549,DELIVERED
2244261,71075298,6571,1818,DELIVERED
2244262,71081181,12538,4741,DELIVERED
2244264,71079273,11698,2235,DELIVERED
2244271,71080892,13035,2134,DELIVERED
2244276,71081044,28516,2912,DELIVERED
2244281,71083156,2561,858,DELIVERED
2244286,71081050,16993,1023,DELIVERED
2244289,71081908,5527,3490,DELIVERED
2244290,71080831,3603,324,DELIVERED
2244292,71082938,31999,2428,DELIVERED
2244293,71080686,1377,762,DELIVERED
2244302,71080890,5165,506,DELIVERED
2244303,71081118,839,2253,DELIVERED
2244304,71082402,1105,661,DELIVERED
2244311,71082559,24872,3452,DELIVERED
2244312,71079092,,481,DELIVERED
2244314,71081864,6687,1312,DELIVERED
2244316,71080337,1377,499,DELIVERED
2244318,71085810,,2009,CANCELLED
2244321,71084956,14509,2751,DELIVERED
2244322,71078370,14316,1709,DELIVERED
2244323,71080821,28544,5149,DELIVERED
2244326,71080122,357,2852,DELIVERED
2244328,71083638,11171,2312,DELIVERED
2244330,71081827,8315,244,DELIVERED
2244331,71085093,3230,1963,DELIVERED
2244332,71080181,7798,4208,DELIVERED
2244335,71081384,148,3873,DELIVERED
2244339,71085718,7235,3626,DELIVERED
2244340,71084345,18748,326,DELIVERED
2244342,71088416,30449,3113,DELIVERED
2244343,71082784,3638,1886,DELIVERED
2244345,71082939,24209,3867,DELIVERED
2244349,71029061,12148,2998,DELIVERED
2244355,71087721,19696,421,DELIVERED
2244362,71005091,26223,2114,DELIVERED
2244368,71083290,14110,2917,DELIVERED
2244369,71085450,1203,839,DELIVERED
2244370,71083791,9025,2151,DELIVERED
2244375,71086404,23900,1590,DELIVERED
2244377,71083098,789,1332,DELIVERED
2244378,71082755,17596,1567,DELIVERED
2244379,71087070,27711,739,DELIVERED
2244383,71085022,4347,1666,DELIVERED
2244388,71088673,5355,1667,DELIVERED
2244389,71085221,23558,980,DELIVERED
2244391,71086356,4896,701,DELIVERED
2244405,71085550,7655,3943,DELIVERED
2244414,71087158,29634,2510,DELIVERED
2244416,71091829,12186,1855,DELIVERED
2244417,71087385,27551,5449,DELIVERED
2244418,71091109,5355,2330,DELIVERED
2244420,71086714,31999,836,DELIVERED
2244427,71086209,10019,500,DELIVERED
2244428,71090285,12663,4811,DELIVERED
2244429,71091863,11162,2054,DELIVERED
2244437,71090984,14666,2310,DELIVERED
2244438,71092232,16575,3023,DELIVERED
2244441,71088038,15898,4422,DELIVERED
2244442,71087384,12023,1501,DELIVERED
2244443,71087435,10682,3364,DELIVERED
2244444,71083113,23231,1199,DELIVERED
2244445,71081918,2304,1591,DELIVERED
2244449,71092607,33044,2011,DELIVERED
2244455,71093247,14059,574,DELIVERED
2244456,71086490,17322,3378,DELIVERED
2244457,71091615,5628,579,DELIVERED
2244458,71091148,5364,695,DELIVERED
2244459,71081999,366,4198,DELIVERED
2244460,71092439,7480,3737,DELIVERED
2244462,71087643,5364,944,DELIVERED
2244464,71091853,14334,2709,DELIVERED
2244469,71091855,5623,2218,DELIVERED
2244470,71093099,20411,1374,DELIVERED
2244471,71083657,6662,1130,DELIVERED
2244472,71092323,25989,1034,DELIVERED
2244473,71085895,1433,638,DELIVERED
2244475,71090791,16055,1359,DELIVERED
2244477,71089642,17014,1599,DELIVERED
2244480,71088136,9654,1314,DELIVERED
2244482,71092782,5250,1099,DELIVERED
2244487,71094550,,1565,CANCELLED
2244488,71091562,8315,1308,DELIVERED
2244490,71090945,32817,1027,DELIVERED
2244491,71089229,12062,841,DELIVERED
2244493,71091241,8315,804,DELIVERED
2244494,71090028,24571,2153,DELIVERED
2244496,71096038,10503,83,DELIVERED
2244498,71070244,25954,1010,DELIVERED
2244499,71092974,15915,389,DELIVERED
2244501,71093719,12724,582,DELIVERED
2244502,71094578,16917,1438,DELIVERED
2244504,71092863,17864,697,DELIVERED
2244506,71093206,30879,2313,DELIVERED
2244508,71092579,16993,1295,DELIVERED
2244509,71092756,25917,1580,DELIVERED
2244513,71090522,20008,3895,DELIVERED
2244514,71092608,7930,2597,DELIVERED
2244516,71085393,29454,256,DELIVERED
2244517,71090656,3745,3159,DELIVERED
2244518,71093508,2751,752,DELIVERED
2244519,71088302,22474,452,DELIVERED
2244523,71090654,12062,2480,DELIVERED
2244526,71095298,7468,1350,DELIVERED
2244529,71091193,357,5224,DELIVERED
2244530,71095606,6252,6155,DELIVERED
2244534,71094414,33556,4429,DELIVERED
2244537,71090943,31482,2742,DELIVERED
2244544,71094994,15834,3789,DELIVERED
2244549,71093391,31482,3009,DELIVERED
2244552,71096172,7907,2860,DELIVERED
2244554,71095160,26467,1333,DELIVERED
2244556,71095790,13599,1302,DELIVERED
2244557,71091763,14509,2260,DELIVERED
2244560,71096251,33045,1038,DELIVERED
2244562,71095159,749,1798,DELIVERED
2244563,71096226,9944,475,DELIVERED
2244570,71093884,28516,1045,DELIVERED
2244571,71096086,14509,3531,DELIVERED
2244572,71094900,28516,2369,DELIVERED
2244573,71095167,32058,1420,DELIVERED
2244575,71097355,,1565,CANCELLED
2244577,71096651,17989,3597,DELIVERED
2244581,71094201,14509,2644,DELIVERED
2244583,71093885,27736,3229,DELIVERED
2244585,71094790,7798,2622,DELIVERED
2244587,71095981,3545,433,DELIVERED
2244588,71095395,1377,1760,DELIVERED
2244590,71095027,32109,5425,DELIVERED
2244594,71100091,,3097,CANCELLED
2244595,71095753,14702,3977,DELIVERED
2244596,71096695,6657,4407,DELIVERED
2244598,71093508,1855,752,DELIVERED
2244599,71092973,30257,1385,DELIVERED
2244601,71094049,10877,547,DELIVERED
2244602,71097411,2156,2139,DELIVERED
2244603,71068412,20248,1975,DELIVERED
2244605,71094088,7773,1253,DELIVERED
2244610,71095254,11857,4342,DELIVERED
2244611,71094227,14509,1292,DELIVERED
2244612,71093392,28910,758,DELIVERED
2244617,71097568,202,1148,DELIVERED
2244618,71096112,2674,1103,DELIVERED
2244619,71094926,26911,518,DELIVERED
2244620,71096322,31495,6110,DELIVERED
2244626,71096952,6880,1502,DELIVERED
2244627,71093990,3364,195,DELIVERED
2244628,71096268,20976,1400,DELIVERED
2244629,71096517,20976,1942,DELIVERED
2244630,71096727,9509,3221,DELIVERED
2244633,71096401,7995,4380,DELIVERED
2244634,71096748,32087,4800,DELIVERED
2244635,71096482,17749,3156,DELIVERED
2244638,71097011,939,2462,DELIVERED
2244639,71098119,9806,3607,DELIVERED
2244642,71086211,25041,5085,DELIVERED
2244647,71095791,26506,3089,DELIVERED
2244648,71096810,24933,7662,DELIVERED
2244649,71096749,3364,21,DELIVERED
2244650,71097159,5953,1097,DELIVERED
2244651,71094946,26832,2563,DELIVERED
2244653,71096423,430,1462,DELIVERED
2244654,71097920,6228,3051,DELIVERED
2244657,71097219,15231,2287,DELIVERED
2244658,71100029,32241,4478,DELIVERED
2244659,71097990,6228,2120,DELIVERED
2244663,71096045,532,789,DELIVERED
2244667,71096148,5058,771,DELIVERED
2244675,71097600,15162,1844,DELIVERED
2244677,71086714,18856,836,DELIVERED
2244678,71096503,10306,2325,DELIVERED
2244679,71097761,8378,1351,DELIVERED
2244680,71097657,196,345,DELIVERED
2244681,71097289,6878,1132,DELIVERED
2244683,71102044,789,2395,DELIVERED
2244687,71086404,14805,1590,DELIVERED
2244689,71100249,5008,661,DELIVERED
2244691,71099714,7235,2076,DELIVERED
2244693,71097567,5540,820,DELIVERED
2244694,71097160,24358,3599,DELIVERED
2244695,71097656,7938,2683,DELIVERED
2244696,71096471,7549,4877,DELIVERED
2244697,71097458,25831,2266,DELIVERED
2244699,71097919,8378,2611,DELIVERED
2244700,71098960,627,2647,DELIVERED
2244703,71098380,2354,2104,DELIVERED
2244704,71102517,33924,3149,DELIVERED
2244707,71097290,2561,948,DELIVERED
2244710,71102256,2561,2817,DELIVERED
2244713,71094990,4950,2088,DELIVERED
2244715,71098869,839,1360,DELIVERED
2244718,71091940,27639,738,DELIVERED
2244719,71099437,18730,767,DELIVERED
2244721,71099035,639,4999,DELIVERED
2244725,71101920,5349,2237,DELIVERED
2244726,71099445,29038,3086,DELIVERED
2244733,71100155,32433,4700,DELIVERED
2244734,71100032,6878,1738,DELIVERED
2244735,71099507,5402,1029,DELIVERED
2244736,71096570,24550,3019,DELIVERED
2244737,71095607,511,2057,DELIVERED
2244738,71100211,29877,4130,DELIVERED
2244742,71100261,6789,1754,DELIVERED
2244743,71094017,5606,2729,DELIVERED
2244746,71096650,14792,1323,DELIVERED
2244747,71098301,32140,470,DELIVERED
2244749,71097989,20500,4266,DELIVERED
2244753,71100734,3425,1510,DELIVERED
2244754,71099919,15279,1364,DELIVERED
2244756,71098401,6675,379,DELIVERED
2244757,71098958,3872,1273,DELIVERED
2244760,71100652,20346,2166,DELIVERED
2244761,71102264,20346,2320,DELIVERED
2244764,71097811,26629,3352,DELIVERED
2244766,71098212,27623,700,DELIVERED
2244767,71100438,16993,1297,DELIVERED
2244770,71103708,11522,1980,DELIVERED
2244773,71100127,3625,4837,DELIVERED
2244781,71098471,28175,4282,DELIVERED
2244782,71096815,231,1199,DELIVERED
2244783,71100071,29077,3646,DELIVERED
2244788,71103435,7170,574,DELIVERED
2244789,71098213,19085,2122,DELIVERED
2244790,71102084,5946,1975,DELIVERED
2244791,71104513,32639,2303,DELIVERED
2244792,71096585,26075,2780,DELIVERED
2244794,71100177,11455,257,DELIVERED
2244795,71099046,9921,393,DELIVERED
2244796,71096857,19708,3834,DELIVERED
2244803,71101390,7492,1033,DELIVERED
2244806,71107635,,1618,CANCELLED
2244811,71102140,976,794,DELIVERED
2244817,71102746,25654,1239,DELIVERED
2244819,71101797,4896,246,DELIVERED
